threadid,tweetid,event,support,evidentiality,certainty,responsetype-vs-source,responsetype-vs-previous
524929497205055488,524931726699954178,ottawashooting,,source-quoted,certain,agreed,
524929497205055488,524931961744142338,ottawashooting,,,,comment,
524929497205055488,524951847472488448,ottawashooting,,,,comment,
524929497205055488,525030609757151232,ottawashooting,,source-quoted,certain,agreed,
524965775036387329,524972195978964993,ottawashooting,,url-given,uncertain,agreed,
524965775036387329,524974387125317633,ottawashooting,,url-given,certain,agreed,
524965775036387329,525005729938554882,ottawashooting,,,,comment,
524965775036387329,525015279387299840,ottawashooting,,,,comment,
524927281048080385,524927826718638081,ottawashooting,,,,comment,
524927281048080385,524928326566412289,ottawashooting,,,,comment,
524927281048080385,524928498771972096,ottawashooting,,no-evidence,uncertain,agreed,
524927281048080385,524929656190148609,ottawashooting,,source-quoted,certain,agreed,
524927281048080385,524931034329395200,ottawashooting,,url-given,uncertain,disagreed,
524927281048080385,524931933168746496,ottawashooting,,,,comment,
524927281048080385,524934434404192256,ottawashooting,,no-evidence,certain,agreed,
524927281048080385,524934820124975106,ottawashooting,,,,comment,
524927281048080385,524936331605323776,ottawashooting,,source-quoted,uncertain,agreed,
524927281048080385,524936956225282048,ottawashooting,,,,comment,
524927281048080385,524938376735379457,ottawashooting,,,,comment,
524927281048080385,524939504982167552,ottawashooting,,picture-attached,somewhat-certain,agreed,
524927281048080385,524939756455477249,ottawashooting,,,,comment,
544512108885725184,544513062901141504,sydneysiege,,,,comment,
544512108885725184,544513191934713857,sydneysiege,,,,comment,
544512108885725184,544513414023094272,sydneysiege,,no-evidence,certain,agreed,
544512108885725184,544514136915185664,sydneysiege,,,,comment,
544476808566276097,544476993039785984,sydneysiege,,source-quoted,uncertain,agreed,
544476808566276097,544477084081733632,sydneysiege,,no-evidence,uncertain,disagreed,
544476808566276097,544477183851630592,sydneysiege,,,,comment,
544476808566276097,544477652892262400,sydneysiege,,,,comment,
544476808566276097,544477669216505857,sydneysiege,,,,comment,
544476808566276097,544477705316880384,sydneysiege,,,,comment,
544476808566276097,544479970894946306,sydneysiege,,,,comment,
544476808566276097,544480133466574848,sydneysiege,,,,comment,
544476808566276097,544480379147542528,sydneysiege,,,,comment,
544476808566276097,544480395585392641,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544476808566276097,544480456478314496,sydneysiege,,,,comment,
544476808566276097,544480465982611458,sydneysiege,,,,comment,
544476808566276097,544482249459388416,sydneysiege,,witnessed,certain,agreed,
544476808566276097,544482468410044417,sydneysiege,,,,comment,
544374511194632192,544375077622407168,sydneysiege,,url-given,certain,agreed,
544374511194632192,544375195612758016,sydneysiege,,,,comment,
544374511194632192,544375392996302849,sydneysiege,,url-given,uncertain,agreed,
544374511194632192,544383497482539008,sydneysiege,,,,comment,
544374511194632192,544398446568820736,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544374511194632192,544401892596408320,sydneysiege,,source-quoted,uncertain,disagreed,
544374511194632192,544419593427488768,sydneysiege,,,,comment,
544292129972170752,544292264403820544,sydneysiege,,source-quoted,certain,disagreed,
544292129972170752,544292316253396993,sydneysiege,,unverifiable-source-quoted,certain,disagreed,
544292129972170752,544292377897488384,sydneysiege,,,,comment,
544292129972170752,544292970074087424,sydneysiege,,source-quoted,certain,disagreed,
544292129972170752,544295054723268608,sydneysiege,,url-given,certain,agreed,
544511199702822913,544511670890934272,sydneysiege,,source-quoted,certain,appeal-for-more-information,
544511199702822913,544515223689117697,sydneysiege,,,,comment,
544511199702822913,544540884952694784,sydneysiege,,,,comment,
544511199702822913,544544489558507522,sydneysiege,,,,comment,
544511199702822913,544568884309659649,sydneysiege,,,,comment,
544511199702822913,544618563646918656,sydneysiege,,source-quoted,certain,appeal-for-more-information,
544272537341812736,544272859846045696,sydneysiege,,url-given,certain,disagreed,
544272537341812736,544272987000541184,sydneysiege,,reasoning,uncertain,disagreed,
544272537341812736,544273516397219841,sydneysiege,,,,comment,
544272537341812736,544273878668050432,sydneysiege,,,,comment,
544272537341812736,544275153266696193,sydneysiege,,source-quoted,somewhat-certain,agreed,
544272537341812736,544275868684935168,sydneysiege,,source-quoted,somewhat-certain,disagreed,
544272537341812736,544277459500556288,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544272537341812736,544277865299062784,sydneysiege,,url-given,certain,disagreed,
544272537341812736,544280076628414464,sydneysiege,,,,comment,
544306719686656000,544308632997724160,sydneysiege,,,,comment,
544306719686656000,544308940024971265,sydneysiege,,,,comment,
544306719686656000,544309297480364032,sydneysiege,,reasoning,certain,agreed,
544306719686656000,544309789660942337,sydneysiege,,source-quoted,uncertain,agreed,
544306719686656000,544310227722838017,sydneysiege,,source-quoted,somewhat-certain,disagreed,
544306719686656000,544311486118887425,sydneysiege,,,,comment,
544306719686656000,544314008980172800,sydneysiege,,,,comment,
544306719686656000,544324787934621697,sydneysiege,,no-evidence,somewhat-certain,agreed,
544306719686656000,544337321349230592,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544306719686656000,544351881284165632,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544352727971954690,544352796523651073,sydneysiege,,,,comment,
544352727971954690,544354603211710464,sydneysiege,,url-given,somewhat-certain,agreed,
544352727971954690,544355621936439296,sydneysiege,,source-quoted,certain,appeal-for-more-information,
544352727971954690,544358798895636480,sydneysiege,,,,comment,
544352727971954690,544358922904420352,sydneysiege,,url-given,underspecified,agreed,
544352727971954690,544367318193930240,sydneysiege,,,,comment,
544491151118860289,544491585384505344,sydneysiege,,source-quoted,somewhat-certain,disagreed,
544491151118860289,544491587271544832,sydneysiege,,,,comment,
544491151118860289,544493109963661312,sydneysiege,,,,comment,
544491151118860289,544506524794908672,sydneysiege,,,,comment,
544491151118860289,544510385701662720,sydneysiege,,,,comment,
544287209730236416,544291838450860032,sydneysiege,,url-given,somewhat-certain,agreed,
544287209730236416,544292469866000387,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544287209730236416,544293447717650432,sydneysiege,,,,comment,
544287209730236416,544301354034794496,sydneysiege,,url-given,certain,agreed,
544287209730236416,544306389544624129,sydneysiege,,,,comment,
544287209730236416,544328560689684480,sydneysiege,,url-given,certain,agreed,
544287209730236416,544333585847971841,sydneysiege,,,,comment,
544328894812549121,544329409159639040,sydneysiege,,no-evidence,somewhat-certain,disagreed,
544328894812549121,544329632565452801,sydneysiege,,,,comment,
544328894812549121,544329715558154241,sydneysiege,,,,comment,
544328894812549121,544329732561854464,sydneysiege,,source-quoted,somewhat-certain,disagreed,
544328894812549121,544330173395775488,sydneysiege,,unverifiable-source-quoted,somewhat-certain,disagreed,
544328894812549121,544330294275235842,sydneysiege,,picture-attached,certain,disagreed,
544328894812549121,544330413607755776,sydneysiege,,,,comment,
544328894812549121,544330788201050113,sydneysiege,,,,comment,
544328894812549121,544334861021229056,sydneysiege,,picture-attached,uncertain,disagreed,
544328894812549121,544335551361744896,sydneysiege,,,,comment,
544328894812549121,544336481192402945,sydneysiege,,url-given,uncertain,disagreed,
544328894812549121,544340424996184066,sydneysiege,,,,comment,
544514570367168512,544514712961306625,sydneysiege,,picture-attached,somewhat-certain,agreed,
544514570367168512,544514752316051456,sydneysiege,,no-evidence,certain,agreed,
544514570367168512,544515123726258176,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544514570367168512,544515318626799616,sydneysiege,,,,comment,
544514570367168512,544515712640094209,sydneysiege,,,,comment,
544514570367168512,544515720726323201,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544514570367168512,544516094133035008,sydneysiege,,,,comment,
544514570367168512,544516832137592832,sydneysiege,,url-given,somewhat-certain,agreed,
544514570367168512,544517033644556288,sydneysiege,,unverifiable-source-quoted,somewhat-certain,agreed,
544514570367168512,544517360787263489,sydneysiege,,no-evidence,somewhat-certain,agreed,
544514570367168512,544517439439241217,sydneysiege,,,,comment,
544514570367168512,544518602469441537,sydneysiege,,,,comment,
544290258951892992,544290355068166146,sydneysiege,,url-given,certain,agreed,
544290258951892992,544291071833157632,sydneysiege,,witnessed,certain,agreed,
544290258951892992,544292284259262464,sydneysiege,,,,comment,
544290258951892992,544292833042374656,sydneysiege,,,,comment,
544290258951892992,544292932216696832,sydneysiege,,,,comment,
544290258951892992,544293285670694912,sydneysiege,,,,comment,
544290258951892992,544295119051300864,sydneysiege,,,,comment,
544290258951892992,544297064679477248,sydneysiege,,,,comment,
544290258951892992,544297256036630528,sydneysiege,,picture-attached,certain,agreed,
544290258951892992,544299831054073856,sydneysiege,,url-given,certain,agreed,
544324444773433348,544324609424625665,sydneysiege,,picture-attached,uncertain,disagreed,
544324444773433348,544324734947577856,sydneysiege,,,,comment,
544324444773433348,544324739356188674,sydneysiege,,,,comment,
544324444773433348,544324801188605952,sydneysiege,,no-evidence,certain,agreed,
544324444773433348,544324907400568832,sydneysiege,,,,comment,
544324444773433348,544325077249302528,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544324444773433348,544325103693987840,sydneysiege,,,,comment,
544324444773433348,544325147411234817,sydneysiege,,,,comment,
544324444773433348,544325226515808256,sydneysiege,,,,comment,
544324444773433348,544325421022457856,sydneysiege,,,,comment,
544324444773433348,544325472906403841,sydneysiege,,no-evidence,certain,disagreed,
544324444773433348,544325665693376512,sydneysiege,,url-given,certain,agreed,
544324444773433348,544326091519700992,sydneysiege,,url-given,certain,agreed,
544324444773433348,544326095630123008,sydneysiege,,reasoning,certain,agreed,
544324444773433348,544326145210994688,sydneysiege,,witnessed,certain,appeal-for-more-information,
544277117039837184,544277353900154880,sydneysiege,,,,comment,
544277117039837184,544277505293561858,sydneysiege,,no-evidence,certain,agreed,
544277117039837184,544277721186979840,sydneysiege,,,,comment,
544277117039837184,544277836891033600,sydneysiege,,picture-attached,certain,disagreed,
544277117039837184,544277972597755904,sydneysiege,,,,comment,
544277117039837184,544278016235302912,sydneysiege,,,,comment,
544277117039837184,544279000672387072,sydneysiege,,,,comment,
544277117039837184,544279139704782848,sydneysiege,,,,comment,
544277117039837184,544279344252596224,sydneysiege,,,,comment,
544277117039837184,544279451760996352,sydneysiege,,,,comment,
544277117039837184,544279824890871809,sydneysiege,,no-evidence,certain,agreed,
544277117039837184,544280318870827008,sydneysiege,,,,comment,
544277117039837184,544280357760024576,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544277117039837184,544280441151574016,sydneysiege,,,,comment,
544277117039837184,544281375826665472,sydneysiege,,reasoning,certain,agreed,
544277117039837184,544281387499413504,sydneysiege,,source-quoted,uncertain,appeal-for-more-information,
544293753130082305,544293997825777664,sydneysiege,,,,comment,
544293753130082305,544294275723558912,sydneysiege,,,,comment,
544293753130082305,544294742260215809,sydneysiege,,,,comment,
544293753130082305,544296936019611648,sydneysiege,,source-quoted,certain,disagreed,
544293753130082305,544298217421438976,sydneysiege,,,,comment,
544293753130082305,544306124124860416,sydneysiege,,,,comment,
544293753130082305,544395145529942016,sydneysiege,,,,comment,
544297696308518912,544297846233890816,sydneysiege,,,,comment,
544297696308518912,544298113696292864,sydneysiege,,picture-attached,certain,agreed,
544297696308518912,544298252078559232,sydneysiege,,,,comment,
544297696308518912,544298332005613569,sydneysiege,,,,comment,
544297696308518912,544298655336136704,sydneysiege,,,,comment,
544297696308518912,544298844737916928,sydneysiege,,picture-attached,uncertain,agreed,
544297696308518912,544298894637940736,sydneysiege,,source-quoted,somewhat-certain,agreed,
544297696308518912,544299197336678400,sydneysiege,,,,comment,
544297696308518912,544299321811017729,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544297696308518912,544299543899435008,sydneysiege,,,,comment,
544297696308518912,544299651005181953,sydneysiege,,,,comment,
544297696308518912,544300001568911360,sydneysiege,,,,comment,
544297696308518912,544300106212577280,sydneysiege,,,,comment,
544297696308518912,544300652479127552,sydneysiege,,,,comment,
544297696308518912,544300909035937793,sydneysiege,,,,comment,
544297696308518912,544301353976467457,sydneysiege,,picture-attached,somewhat-certain,appeal-for-more-information,
544297696308518912,544301597170233344,sydneysiege,,,,comment,
544381485591982083,544381824525291521,sydneysiege,,no-evidence,somewhat-certain,agreed,
544381485591982083,544382092528721920,sydneysiege,,,,comment,
544381485591982083,544382261097820160,sydneysiege,,source-quoted,somewhat-certain,agreed,
544381485591982083,544382534264451072,sydneysiege,,,,comment,
544381485591982083,544382677449580544,sydneysiege,,,,comment,
544381485591982083,544382713302904832,sydneysiege,,,,comment,
544381485591982083,544384788527083521,sydneysiege,,,,comment,
544381485591982083,544385083574996992,sydneysiege,,no-evidence,uncertain,agreed,
544381485591982083,544385104663949313,sydneysiege,,,,comment,
544381485591982083,544385543342014464,sydneysiege,,no-evidence,certain,agreed,
544381485591982083,544386112672645120,sydneysiege,,source-quoted,certain,agreed,
553566026030272512,553567980354031616,charliehebdo,,url-given,certain,agreed,
553586897168392192,553590837666656257,charliehebdo,,,,comment,
524940659778920448,524941666411872256,ottawashooting,,source-quoted,certain,agreed,
525056576038518785,525062334302412800,ottawashooting,,,,comment,
500347114975944705,500347833774374912,ferguson,,picture-attached,uncertain,disagreed,
544324444773433348,544324685446787073,sydneysiege,,,,comment,
525025463648137216,525026196451782656,ottawashooting,,,,comment,
525056576038518785,525061525409525760,ottawashooting,,,,comment,
552791196247269378,552793325733183488,charliehebdo,,,,comment,
552814494381256704,552815415949557760,charliehebdo,,reasoning,certain,agreed,
552814494381256704,552816420074291200,charliehebdo,,url-given,somewhat-certain,agreed,
552814494381256704,552816523593916416,charliehebdo,,url-given,certain,agreed,
552814494381256704,552817606194135041,charliehebdo,,url-given,somewhat-certain,agreed,
552814494381256704,552821574298918913,charliehebdo,,no-evidence,uncertain,disagreed,
529739968470867968,529740809672077313,prince-toronto,,witnessed,certain,agreed,
529739968470867968,529740822238232577,prince-toronto,,url-given,somewhat-certain,disagreed,
529739968470867968,529741502323621890,prince-toronto,,no-evidence,somewhat-certain,disagreed,
529739968470867968,529743000247992320,prince-toronto,,no-evidence,somewhat-certain,appeal-for-more-information,
529739968470867968,529745508148203523,prince-toronto,,url-given,somewhat-certain,agreed,
529739968470867968,529748991849013248,prince-toronto,,reasoning,certain,appeal-for-more-information,
500378223977721856,500378447597039617,ferguson,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
500378223977721856,500378498054500352,ferguson,,reasoning,somewhat-certain,appeal-for-more-information,
500378223977721856,500379350563569666,ferguson,,no-evidence,certain,disagreed,
500378223977721856,500379599185125376,ferguson,,unverifiable-source-quoted,somewhat-certain,agreed,
500378223977721856,500381074531569664,ferguson,,source-quoted,certain,agreed,
500378223977721856,500385105337417728,ferguson,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
500378223977721856,500385293103820800,ferguson,,reasoning,somewhat-certain,disagreed,
500378223977721856,500387422417338368,ferguson,,reasoning,certain,agreed,
500378223977721856,500396771345199104,ferguson,,unverifiable-source-quoted,somewhat-certain,agreed,
580348081100734464,580349775280738304,germanwings-crash,,url-given,certain,appeal-for-more-information,
580348081100734464,580349875851784192,germanwings-crash,,source-quoted,certain,agreed,
580348081100734464,580364951367200770,germanwings-crash,,url-given,somewhat-certain,agreed,
580348081100734464,580419288441491457,germanwings-crash,,picture-attached,certain,appeal-for-more-information,
581473088249958400,581473546200707073,germanwings-crash,,no-evidence,somewhat-certain,agreed,
581473088249958400,581474582302949376,germanwings-crash,,url-given,uncertain,agreed,
581473088249958400,581478014531203072,germanwings-crash,,picture-attached,somewhat-certain,appeal-for-more-information,
581473088249958400,581506195304775681,germanwings-crash,,no-evidence,somewhat-certain,agreed,
524952883343925249,524953204224962560,ottawashooting,,url-given,certain,agreed,
524952883343925249,524954311395405824,ottawashooting,,unverifiable-source-quoted,somewhat-certain,agreed,
524952883343925249,524954368324288512,ottawashooting,,url-given,somewhat-certain,disagreed,
524952883343925249,524954979736379392,ottawashooting,,url-given,somewhat-certain,agreed,
524952883343925249,524956203294941184,ottawashooting,,url-given,somewhat-certain,agreed,
524952883343925249,524959159377080320,ottawashooting,,unverifiable-source-quoted,somewhat-certain,agreed,
524952883343925249,524961388532228098,ottawashooting,,no-evidence,somewhat-certain,agreed,
525060425184858112,525061045870551040,ottawashooting,,no-evidence,somewhat-certain,disagreed,
525060425184858112,525061909968478208,ottawashooting,,reasoning,certain,agreed,
525060425184858112,525061994504671234,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,
525060425184858112,525062377713455104,ottawashooting,,no-evidence,certain,agreed,
524959809402331137,524959988956291074,ottawashooting,,unverifiable-source-quoted,certain,agreed,
524959809402331137,524960004529737728,ottawashooting,,url-given,certain,disagreed,
524959809402331137,524960034305114113,ottawashooting,,reasoning,somewhat-certain,agreed,
524959809402331137,524960097563590656,ottawashooting,,reasoning,certain,agreed,
524959809402331137,524960144632070145,ottawashooting,,no-evidence,certain,appeal-for-more-information,
524959809402331137,524960359388823552,ottawashooting,,url-given,somewhat-certain,agreed,
524959809402331137,524960862248132608,ottawashooting,,url-given,somewhat-certain,agreed,
524959809402331137,524960933211168770,ottawashooting,,no-evidence,somewhat-certain,disagreed,
524959809402331137,524961297721749505,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
524959809402331137,524961861406838784,ottawashooting,,no-evidence,uncertain,appeal-for-more-information,
525049639016615937,525052198586040321,ottawashooting,,no-evidence,somewhat-certain,agreed,
525049639016615937,525061861398806528,ottawashooting,,no-evidence,certain,disagreed,
525049639016615937,525081032824209408,ottawashooting,,no-evidence,certain,agreed,
524966904885428226,524966987169292288,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,
524966904885428226,524977090140315648,ottawashooting,,no-evidence,certain,agreed,
524995771587108864,525000464593858561,ottawashooting,,no-evidence,certain,agreed,
524995771587108864,525008964409638912,ottawashooting,,no-evidence,somewhat-certain,disagreed,
524995771587108864,525047302663442433,ottawashooting,,no-evidence,certain,agreed,
525058976376193024,525065014281908224,ottawashooting,,no-evidence,somewhat-certain,agreed,
525058976376193024,525070492395261953,ottawashooting,,unverifiable-source-quoted,certain,agreed,
525058976376193024,525113495319502848,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,
525068915068923904,525834551239524353,ottawashooting,,no-evidence,uncertain,agreed,
524956129017995264,524956507230593026,ottawashooting,,no-evidence,somewhat-certain,disagreed,
524956129017995264,524956724311388161,ottawashooting,,no-evidence,certain,agreed,
524956129017995264,524956728027512832,ottawashooting,,no-evidence,somewhat-certain,agreed,
524956129017995264,524956946605309952,ottawashooting,,source-quoted,somewhat-certain,disagreed,
524956129017995264,524957131930624000,ottawashooting,,no-evidence,certain,agreed,
524956129017995264,524957420003803136,ottawashooting,,source-quoted,certain,disagreed,
524956129017995264,524957744319975425,ottawashooting,,unverifiable-source-quoted,uncertain,disagreed,
524956129017995264,524958112629809152,ottawashooting,,no-evidence,somewhat-certain,disagreed,
524956129017995264,524959489225940993,ottawashooting,,no-evidence,somewhat-certain,agreed,
524990163446140928,524990563217838081,ottawashooting,,picture-attached,certain,disagreed,
524990163446140928,524990764049522688,ottawashooting,,url-given,certain,agreed,
524990163446140928,524992704673890304,ottawashooting,,source-quoted,certain,agreed,
524990163446140928,525003827494531073,ottawashooting,,no-evidence,somewhat-certain,appeal-for-more-information,
544462330105712640,544463130550489088,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544462330105712640,544466740332462080,sydneysiege,,url-given,certain,agreed,
544462330105712640,544468719624138752,sydneysiege,,url-given,somewhat-certain,agreed,
544462330105712640,544470190768279553,sydneysiege,,no-evidence,somewhat-certain,agreed,
544462330105712640,544480713454538753,sydneysiege,,url-given,somewhat-certain,disagreed,
544291804057960448,544292125102587904,sydneysiege,,no-evidence,underspecified,appeal-for-more-information,
544291804057960448,544301820865429506,sydneysiege,,url-given,somewhat-certain,agreed,
544291804057960448,544534380614807552,sydneysiege,,unverifiable-source-quoted,somewhat-certain,agreed,
544289409294553088,544289517436272640,sydneysiege,,reasoning,somewhat-certain,agreed,
544289409294553088,544290339339517952,sydneysiege,,picture-attached,certain,agreed,
544289409294553088,544291789008412673,sydneysiege,,no-evidence,somewhat-certain,disagreed,
544289409294553088,544291886131736577,sydneysiege,,no-evidence,certain,appeal-for-more-information,
544289409294553088,544294003361857537,sydneysiege,,no-evidence,certain,disagreed,
544289409294553088,544316464719609856,sydneysiege,,no-evidence,underspecified,disagreed,
544289941996326912,544291376968790016,sydneysiege,,unverifiable-source-quoted,somewhat-certain,agreed,
544289941996326912,544317955714994176,sydneysiege,,no-evidence,somewhat-certain,appeal-for-more-information,
544289941996326912,544322700726906880,sydneysiege,,no-evidence,certain,disagreed,
544289941996326912,544403327459790848,sydneysiege,,url-given,somewhat-certain,agreed,
544358533819420672,544362985162956800,sydneysiege,,url-given,somewhat-certain,agreed,
544358533819420672,544363266244214784,sydneysiege,,unverifiable-source-quoted,somewhat-certain,disagreed,
544358533819420672,544377622600646657,sydneysiege,,no-evidence,uncertain,appeal-for-more-information,
544358533819420672,544417916796432384,sydneysiege,,url-given,certain,appeal-for-more-information,
544358533819420672,544419950816161792,sydneysiege,,url-given,somewhat-certain,disagreed,
544358533819420672,544452156422901761,sydneysiege,,unverifiable-source-quoted,certain,agreed,
544358533819420672,544452319904272385,sydneysiege,,no-evidence,somewhat-certain,agreed,
544358533819420672,544452338619256834,sydneysiege,,unverifiable-source-quoted,somewhat-certain,agreed,
544358533819420672,544452357107761152,sydneysiege,,no-evidence,somewhat-certain,agreed,
544367462012432384,544368900797124608,sydneysiege,,no-evidence,somewhat-certain,agreed,
544367462012432384,544369031214428160,sydneysiege,,no-evidence,certain,agreed,
544367462012432384,544369608392577024,sydneysiege,,no-evidence,somewhat-certain,appeal-for-more-information,
544367462012432384,544371075304288256,sydneysiege,,unverifiable-source-quoted,uncertain,appeal-for-more-information,
544367462012432384,544371506261012480,sydneysiege,,url-given,uncertain,appeal-for-more-information,
544367462012432384,544371715770695680,sydneysiege,,url-given,somewhat-certain,appeal-for-more-information,
544319832486064128,544319992096112641,sydneysiege,,no-evidence,certain,agreed,
544319832486064128,544320016582459393,sydneysiege,,no-evidence,somewhat-certain,agreed,
544319832486064128,544320067190935553,sydneysiege,,url-given,somewhat-certain,appeal-for-more-information,
544319832486064128,544320115647741952,sydneysiege,,url-given,somewhat-certain,agreed,
544319832486064128,544320124069879809,sydneysiege,,no-evidence,somewhat-certain,disagreed,
544319832486064128,544320267107856384,sydneysiege,,no-evidence,somewhat-certain,disagreed,
544319832486064128,544320586689048576,sydneysiege,,no-evidence,somewhat-certain,agreed,
544319832486064128,544320606058340352,sydneysiege,,url-given,certain,disagreed,
544319832486064128,544320667018362880,sydneysiege,,unverifiable-source-quoted,somewhat-certain,appeal-for-more-information,
544319832486064128,544320809276571650,sydneysiege,,source-quoted,somewhat-certain,agreed,
544319832486064128,544320880113762304,sydneysiege,,no-evidence,certain,appeal-for-more-information,
544319832486064128,544321596547424257,sydneysiege,,no-evidence,somewhat-certain,appeal-for-more-information,
552814494381256704,552814812363620352,charliehebdo,,,,comment,
552814494381256704,552814927829016577,charliehebdo,,,,comment,
552814494381256704,552818286803443713,charliehebdo,,,,comment,
552814494381256704,552821795628531715,charliehebdo,,,,comment,
552814494381256704,552824657028874241,charliehebdo,,,,comment,
529739968470867968,529741574742507520,prince-toronto,,,,comment,
529739968470867968,529746860714758145,prince-toronto,,,,comment,
529739968470867968,529827763855704064,prince-toronto,,,,comment,
500378223977721856,500379064146751490,ferguson,,,,comment,
500378223977721856,500379398525431809,ferguson,,,,comment,
500378223977721856,500379949463654401,ferguson,,,,comment,
500378223977721856,500380991035559937,ferguson,,,,comment,
580348081100734464,580348238705741824,germanwings-crash,,,,comment,
580348081100734464,580348826835394560,germanwings-crash,,,,comment,
580348081100734464,580360979998900224,germanwings-crash,,,,comment,
581473088249958400,581473799398359040,germanwings-crash,,,,comment,
581473088249958400,581482916645076993,germanwings-crash,,,,comment,
524952883343925249,524954074262011904,ottawashooting,,,,comment,
524952883343925249,524954362448449537,ottawashooting,,,,comment,
524952883343925249,524954461349752832,ottawashooting,,,,comment,
524952883343925249,524954684994629633,ottawashooting,,,,comment,
524952883343925249,524959930928070656,ottawashooting,,,,comment,
524952883343925249,524961842603388928,ottawashooting,,,,comment,
525060425184858112,525060679272001537,ottawashooting,,,,comment,
525060425184858112,525060901137702913,ottawashooting,,,,comment,
525060425184858112,525061437224648704,ottawashooting,,,,comment,
525060425184858112,525061628078067712,ottawashooting,,,,comment,
525060425184858112,525061709518888960,ottawashooting,,,,comment,
525060425184858112,525061828997820417,ottawashooting,,,,comment,
525060425184858112,525061831229210624,ottawashooting,,,,comment,
525060425184858112,525062273854078976,ottawashooting,,,,comment,
524959809402331137,524960274156371968,ottawashooting,,,,comment,
524959809402331137,524960409602650113,ottawashooting,,,,comment,
524959809402331137,524960960227078144,ottawashooting,,,,comment,
524959809402331137,524961093496885248,ottawashooting,,,,comment,
524959809402331137,524961643688890368,ottawashooting,,,,comment,
525049639016615937,525053884029763585,ottawashooting,,,,comment,
525049639016615937,525063388934967298,ottawashooting,,,,comment,
524966904885428226,524967761110650880,ottawashooting,,,,comment,
524966904885428226,524969813865545729,ottawashooting,,,,comment,
524966904885428226,524973660311154688,ottawashooting,,,,comment,
524995771587108864,525015793374101506,ottawashooting,,,,comment,
524995771587108864,525036307173879808,ottawashooting,,,,comment,
525058976376193024,525083768500264961,ottawashooting,,,,comment,
525068915068923904,525070724403564544,ottawashooting,,,,comment,
524956129017995264,524956679025487872,ottawashooting,,,,comment,
524956129017995264,524957146656821249,ottawashooting,,,,comment,
524956129017995264,524957310024945665,ottawashooting,,,,comment,
524956129017995264,524957484336041984,ottawashooting,,,,comment,
524956129017995264,524957535925993472,ottawashooting,,,,comment,
524956129017995264,524960171345592321,ottawashooting,,,,comment,
524956129017995264,524960172914266112,ottawashooting,,,,comment,
544462330105712640,544465317229907968,sydneysiege,,,,comment,
544462330105712640,544470682331914240,sydneysiege,,,,comment,
544291804057960448,544292150411026432,sydneysiege,,,,comment,
544291804057960448,544295112545538048,sydneysiege,,,,comment,
544291804057960448,544299300260311040,sydneysiege,,,,comment,
544291804057960448,544302813615247360,sydneysiege,,,,comment,
544291804057960448,544308699981164545,sydneysiege,,,,comment,
544291804057960448,544326802877857792,sydneysiege,,,,comment,
544291804057960448,544534375577423872,sydneysiege,,,,comment,
544289409294553088,544290247710744576,sydneysiege,,,,comment,
544289409294553088,544291580958351360,sydneysiege,,,,comment,
544289409294553088,544407913125515264,sydneysiege,,,,comment,
544358533819420672,544358641772806144,sydneysiege,,,,comment,
544358533819420672,544390494164615169,sydneysiege,,,,comment,
544358533819420672,544452175754448896,sydneysiege,,,,comment,
544358533819420672,544452193089503232,sydneysiege,,,,comment,
544358533819420672,544452228632047616,sydneysiege,,,,comment,
544358533819420672,544452279441829888,sydneysiege,,,,comment,
544358533819420672,544452296550383616,sydneysiege,,,,comment,
544358533819420672,544452378217676800,sydneysiege,,,,comment,
544367462012432384,544368047956299777,sydneysiege,,,,comment,
544367462012432384,544368679425957890,sydneysiege,,,,comment,
544367462012432384,544369805298372608,sydneysiege,,,,comment,
544367462012432384,544370150359572480,sydneysiege,,,,comment,
544319832486064128,544321318011678720,sydneysiege,,,,comment,
544319832486064128,544321396328136704,sydneysiege,,,,comment,
500280838710247424,500281906362351616,ferguson,,url-given,uncertain,appeal-for-more-information,
500280838710247424,500281916658958337,ferguson,,,,comment,
500280838710247424,500281948233674753,ferguson,,,,comment,
500280838710247424,500282025543499777,ferguson,,no-evidence,certain,agreed,
500280838710247424,500282169227755520,ferguson,,,,comment,
500280838710247424,500282616289828864,ferguson,,,,comment,
500280838710247424,500282726298054656,ferguson,,no-evidence,certain,disagreed,
500280838710247424,500282858737778688,ferguson,,no-evidence,uncertain,appeal-for-more-information,
